status,class,src_path,dst_path,mode_before,mode_after,width,height,error
normalized,Bug,/Users/arwa/Desktop/senior/palmvision/data/clean/Bug/Bug_000191.jpg,/Users/arwa/Desktop/senior/palmvision/data/normalized/Bug/Bug_000191.jpg,RGB,RGB,896,896,
normalized,Bug,/Users/arwa/Desktop/senior/palmvision/data/clean/Bug/Bug_000185.jpg,/Users/arwa/Desktop/senior/palmvision/data/normalized/Bug/Bug_000185.jpg,RGB,RGB,896,896,
normalized,Bug,/Users/arwa/Desktop/senior/palmvision/data/clean/Bug/Bug_000436.jpg,/Users/arwa/Desktop/senior/palmvision/data/normalized/Bug/Bug_000436.jpg,RGB,RGB,896,896,
normalized,Bug,/Users/arwa/Desktop/senior/palmvision/data/clean/Bug/Bug_000350.jpg,/Users/arwa/Desktop/senior/palmvision/data/normalized/Bug/Bug_000350.jpg,RGB,RGB,896,896,
normalized,Bug,/Users/arwa/Desktop/senior/palmvision/data/clean/Bug/Bug_000344.jpg,/Users/arwa/Desktop/senior/palmvision/data/normalized/Bug/Bug_000344.jpg,RGB,RGB,896,896,
normalized,Bug,/Users/arwa/Desktop/senior/palmvision/data/clean/Bug/Bug_000422.jpg,/Users/arwa/Desktop/senior/palmvision/data/normalized/Bug/Bug_000422.jpg,RGB,RGB,896,896,
normalized,Bug,/Users/arwa/Desktop/senior/palmvision/data/clean/Bug/Bug_000378.jpg,/Users/arwa/Desktop/senior/palmvision/data/normalized/Bug/Bug_000378.jpg,RGB,RGB,896,896,
normalized,Bug,/Users/arwa/Desktop/senior/palmvision/data/clean/Bug/Bug_000393.jpg,/Users/arwa/Desktop/senior/palmvision/data/normalized/Bug/Bug_000393.jpg,RGB,RGB,896,896,
normalized,Bug,/Users/arwa/Desktop/senior/palmvision/data/clean/Bug/Bug_000387.jpg,/Users/arwa/Desktop/senior/palmvision/data/normalized/Bug/Bug_000387.jpg,RGB,RGB,896,896,
normalized,Bug,/Users/arwa/Desktop/senior/palmvision/data/clean/Bug/Bug_000224.jpg,/Users/arwa/Desktop/senior/palmvision/data/normalized/Bug/Bug_000224.jpg,RGB,RGB,896,896,
normalized,Bug,/Users/arwa/Desktop/senior/palmvision/data/clean/Bug/Bug_000230.jpg,/Users/arwa/Desktop/senior/palmvision/data/normalized/Bug/Bug_000230.jpg,RGB,RGB,896,896,
normalized,Bug,/Users/arwa/Desktop/senior/palmvision/data/clean/Bug/Bug_000218.jpg,/Users/arwa/Desktop/senior/palmvision/data/normalized/Bug/Bug_000218.jpg,RGB,RGB,896,896,
normalized,Bug,/Users/arwa/Desktop/senior/palmvision/data/clean/Bug/Bug_000026.jpg,/Users/arwa/Desktop/senior/palmvision/data/normalized/Bug/Bug_000026.jpg,RGB,RGB,896,896,
normalized,Bug,/Users/arwa/Desktop/senior/palmvision/data/clean/Bug/Bug_000032.jpg,/Users/arwa/Desktop/senior/palmvision/data/normalized/Bug/Bug_000032.jpg,RGB,RGB,896,896,
normalized,Bug,/Users/arwa/Desktop/senior/palmvision/data/clean/Bug/Bug_000018.jpg,/Users/arwa/Desktop/senior/palmvision/data/normalized/Bug/Bug_000018.jpg,RGB,RGB,896,896,
normalized,Bug,/Users/arwa/Desktop/senior/palmvision/data/clean/Bug/Bug_000024.jpg,/Users/arwa/Desktop/senior/palmvision/data/normalized/Bug/Bug_000024.jpg,RGB,RGB,896,896,
normalized,Bug,/Users/arwa/Desktop/senior/palmvision/data/clean/Bug/Bug_000030.jpg,/Users/arwa/Desktop/senior/palmvision/data/normalized/Bug/Bug_000030.jpg,RGB,RGB,896,896,
normalized,Bug,/Users/arwa/Desktop/senior/palmvision/data/clean/Bug/Bug_000226.jpg,/Users/arwa/Desktop/senior/palmvision/data/normalized/Bug/Bug_000226.jpg,RGB,RGB,896,896,
normalized,Bug,/Users/arwa/Desktop/senior/palmvision/data/clean/Bug/Bug_000540.jpg,/Users/arwa/Desktop/senior/palmvision/data/normalized/Bug/Bug_000540.jpg,RGB,RGB,896,896,
normalized,Bug,/Users/arwa/Desktop/senior/palmvision/data/clean/Bug/Bug_000232.jpg,/Users/arwa/Desktop/senior/palmvision/data/normalized/Bug/Bug_000232.jpg,RGB,RGB,896,896,
normalized,Bug,/Users/arwa/Desktop/senior/palmvision/data/clean/Bug/Bug_000391.jpg,/Users/arwa/Desktop/senior/palmvision/data/normalized/Bug/Bug_000391.jpg,RGB,RGB,896,896,
normalized,Bug,/Users/arwa/Desktop/senior/palmvision/data/clean/Bug/Bug_000385.jpg,/Users/arwa/Desktop/senior/palmvision/data/normalized/Bug/Bug_000385.jpg,RGB,RGB,896,896,
normalized,Bug,/Users/arwa/Desktop/senior/palmvision/data/clean/Bug/Bug_000408.jpg,/Users/arwa/Desktop/senior/palmvision/data/normalized/Bug/Bug_000408.jpg,RGB,RGB,896,896,
normalized,Bug,/Users/arwa/Desktop/senior/palmvision/data/clean/Bug/Bug_000352.jpg,/Users/arwa/Desktop/senior/palmvision/data/normalized/Bug/Bug_000352.jpg,RGB,RGB,896,896,
normalized,Bug,/Users/arwa/Desktop/senior/palmvision/data/clean/Bug/Bug_000434.jpg,/Users/arwa/Desktop/senior/palmvision/data/normalized/Bug/Bug_000434.jpg,RGB,RGB,896,896,
normalized,Bug,/Users/arwa/Desktop/senior/palmvision/data/clean/Bug/Bug_000420.jpg,/Users/arwa/Desktop/senior/palmvision/data/normalized/Bug/Bug_000420.jpg,RGB,RGB,896,896,
normalized,Bug,/Users/arwa/Desktop/senior/palmvision/data/clean/Bug/Bug_000346.jpg,/Users/arwa/Desktop/senior/palmvision/data/normalized/Bug/Bug_000346.jpg,RGB,RGB,896,896,
normalized,Bug,/Users/arwa/Desktop/senior/palmvision/data/clean/Bug/Bug_000193.jpg,/Users/arwa/Desktop/senior/palmvision/data/normalized/Bug/Bug_000193.jpg,RGB,RGB,896,896,
normalized,Bug,/Users/arwa/Desktop/senior/palmvision/data/clean/Bug/Bug_000187.jpg,/Users/arwa/Desktop/senior/palmvision/data/normalized/Bug/Bug_000187.jpg,RGB,RGB,896,896,
normalized,Bug,/Users/arwa/Desktop/senior/palmvision/data/clean/Bug/Bug_000178.jpg,/Users/arwa/Desktop/senior/palmvision/data/normalized/Bug/Bug_000178.jpg,RGB,RGB,896,896,
normalized,Bug,/Users/arwa/Desktop/senior/palmvision/data/clean/Bug/Bug_000150.jpg,/Users/arwa/Desktop/senior/palmvision/data/normalized/Bug/Bug_000150.jpg,RGB,RGB,896,896,
normalized,Bug,/Users/arwa/Desktop/senior/palmvision/data/clean/Bug/Bug_000144.jpg,/Users/arwa/Desktop/senior/palmvision/data/normalized/Bug/Bug_000144.jpg,RGB,RGB,896,896,
normalized,Bug,/Users/arwa/Desktop/senior/palmvision/data/clean/Bug/Bug_000145.jpg,/Users/arwa/Desktop/senior/palmvision/data/normalized/Bug/Bug_000145.jpg,RGB,RGB,896,896,
normalized,Bug,/Users/arwa/Desktop/senior/palmvision/data/clean/Bug/Bug_000151.jpg,/Users/arwa/Desktop/senior/palmvision/data/normalized/Bug/Bug_000151.jpg,RGB,RGB,896,896,
normalized,Bug,/Users/arwa/Desktop/senior/palmvision/data/clean/Bug/Bug_000179.jpg,/Users/arwa/Desktop/senior/palmvision/data/normalized/Bug/Bug_000179.jpg,RGB,RGB,896,896,
normalized,Bug,/Users/arwa/Desktop/senior/palmvision/data/clean/Bug/Bug_000186.jpg,/Users/arwa/Desktop/senior/palmvision/data/normalized/Bug/Bug_000186.jpg,RGB,RGB,896,896,
normalized,Bug,/Users/arwa/Desktop/senior/palmvision/data/clean/Bug/Bug_000192.jpg,/Users/arwa/Desktop/senior/palmvision/data/normalized/Bug/Bug_000192.jpg,RGB,RGB,896,896,
normalized,Bug,/Users/arwa/Desktop/senior/palmvision/data/clean/Bug/Bug_000421.jpg,/Users/arwa/Desktop/senior/palmvision/data/normalized/Bug/Bug_000421.jpg,RGB,RGB,896,896,
normalized,Bug,/Users/arwa/Desktop/senior/palmvision/data/clean/Bug/Bug_000347.jpg,/Users/arwa/Desktop/senior/palmvision/data/normalized/Bug/Bug_000347.jpg,RGB,RGB,896,896,
normalized,Bug,/Users/arwa/Desktop/senior/palmvision/data/clean/Bug/Bug_000353.jpg,/Users/arwa/Desktop/senior/palmvision/data/normalized/Bug/Bug_000353.jpg,RGB,RGB,896,896,
normalized,Bug,/Users/arwa/Desktop/senior/palmvision/data/clean/Bug/Bug_000435.jpg,/Users/arwa/Desktop/senior/palmvision/data/normalized/Bug/Bug_000435.jpg,RGB,RGB,896,896,
normalized,Bug,/Users/arwa/Desktop/senior/palmvision/data/clean/Bug/Bug_000409.jpg,/Users/arwa/Desktop/senior/palmvision/data/normalized/Bug/Bug_000409.jpg,RGB,RGB,896,896,
normalized,Bug,/Users/arwa/Desktop/senior/palmvision/data/clean/Bug/Bug_000384.jpg,/Users/arwa/Desktop/senior/palmvision/data/normalized/Bug/Bug_000384.jpg,RGB,RGB,896,896,
normalized,Bug,/Users/arwa/Desktop/senior/palmvision/data/clean/Bug/Bug_000390.jpg,/Users/arwa/Desktop/senior/palmvision/data/normalized/Bug/Bug_000390.jpg,RGB,RGB,896,896,
normalized,Bug,/Users/arwa/Desktop/senior/palmvision/data/clean/Bug/Bug_000233.jpg,/Users/arwa/Desktop/senior/palmvision/data/normalized/Bug/Bug_000233.jpg,RGB,RGB,896,896,
normalized,Bug,/Users/arwa/Desktop/senior/palmvision/data/clean/Bug/Bug_000227.jpg,/Users/arwa/Desktop/senior/palmvision/data/normalized/Bug/Bug_000227.jpg,RGB,RGB,896,896,
normalized,Bug,/Users/arwa/Desktop/senior/palmvision/data/clean/Bug/Bug_000031.jpg,/Users/arwa/Desktop/senior/palmvision/data/normalized/Bug/Bug_000031.jpg,RGB,RGB,896,896,
normalized,Bug,/Users/arwa/Desktop/senior/palmvision/data/clean/Bug/Bug_000025.jpg,/Users/arwa/Desktop/senior/palmvision/data/normalized/Bug/Bug_000025.jpg,RGB,RGB,896,896,
normalized,Bug,/Users/arwa/Desktop/senior/palmvision/data/clean/Bug/Bug_000019.jpg,/Users/arwa/Desktop/senior/palmvision/data/normalized/Bug/Bug_000019.jpg,RGB,RGB,896,896,
normalized,Bug,/Users/arwa/Desktop/senior/palmvision/data/clean/Bug/Bug_000021.jpg,/Users/arwa/Desktop/senior/palmvision/data/normalized/Bug/Bug_000021.jpg,RGB,RGB,892,892,
normalized,Bug,/Users/arwa/Desktop/senior/palmvision/data/clean/Bug/Bug_000035.jpg,/Users/arwa/Desktop/senior/palmvision/data/normalized/Bug/Bug_000035.jpg,RGB,RGB,896,896,
normalized,Bug,/Users/arwa/Desktop/senior/palmvision/data/clean/Bug/Bug_000009.jpg,/Users/arwa/Desktop/senior/palmvision/data/normalized/Bug/Bug_000009.jpg,RGB,RGB,896,896,
normalized,Bug,/Users/arwa/Desktop/senior/palmvision/data/clean/Bug/Bug_000223.jpg,/Users/arwa/Desktop/senior/palmvision/data/normalized/Bug/Bug_000223.jpg,RGB,RGB,896,896,
normalized,Bug,/Users/arwa/Desktop/senior/palmvision/data/clean/Bug/Bug_000237.jpg,/Users/arwa/Desktop/senior/palmvision/data/normalized/Bug/Bug_000237.jpg,RGB,RGB,896,896,
normalized,Bug,/Users/arwa/Desktop/senior/palmvision/data/clean/Bug/Bug_000394.jpg,/Users/arwa/Desktop/senior/palmvision/data/normalized/Bug/Bug_000394.jpg,RGB,RGB,896,896,
normalized,Bug,/Users/arwa/Desktop/senior/palmvision/data/clean/Bug/Bug_000380.jpg,/Users/arwa/Desktop/senior/palmvision/data/normalized/Bug/Bug_000380.jpg,RGB,RGB,896,896,
normalized,Bug,/Users/arwa/Desktop/senior/palmvision/data/clean/Bug/Bug_000431.jpg,/Users/arwa/Desktop/senior/palmvision/data/normalized/Bug/Bug_000431.jpg,RGB,RGB,896,896,
normalized,Bug,/Users/arwa/Desktop/senior/palmvision/data/clean/Bug/Bug_000357.jpg,/Users/arwa/Desktop/senior/palmvision/data/normalized/Bug/Bug_000357.jpg,RGB,RGB,896,896,
normalized,Bug,/Users/arwa/Desktop/senior/palmvision/data/clean/Bug/Bug_000343.jpg,/Users/arwa/Desktop/senior/palmvision/data/normalized/Bug/Bug_000343.jpg,RGB,RGB,896,896,
normalized,Bug,/Users/arwa/Desktop/senior/palmvision/data/clean/Bug/Bug_000425.jpg,/Users/arwa/Desktop/senior/palmvision/data/normalized/Bug/Bug_000425.jpg,RGB,RGB,896,896,
normalized,Bug,/Users/arwa/Desktop/senior/palmvision/data/clean/Bug/Bug_000419.jpg,/Users/arwa/Desktop/senior/palmvision/data/normalized/Bug/Bug_000419.jpg,RGB,RGB,896,896,
normalized,Bug,/Users/arwa/Desktop/senior/palmvision/data/clean/Bug/Bug_000196.jpg,/Users/arwa/Desktop/senior/palmvision/data/normalized/Bug/Bug_000196.jpg,RGB,RGB,896,896,
normalized,Bug,/Users/arwa/Desktop/senior/palmvision/data/clean/Bug/Bug_000182.jpg,/Users/arwa/Desktop/senior/palmvision/data/normalized/Bug/Bug_000182.jpg,RGB,RGB,896,896,
normalized,Bug,/Users/arwa/Desktop/senior/palmvision/data/clean/Bug/Bug_000155.jpg,/Users/arwa/Desktop/senior/palmvision/data/normalized/Bug/Bug_000155.jpg,RGB,RGB,896,896,
normalized,Bug,/Users/arwa/Desktop/senior/palmvision/data/clean/Bug/Bug_000141.jpg,/Users/arwa/Desktop/senior/palmvision/data/normalized/Bug/Bug_000141.jpg,RGB,RGB,896,896,
normalized,Bug,/Users/arwa/Desktop/senior/palmvision/data/clean/Bug/Bug_000169.jpg,/Users/arwa/Desktop/senior/palmvision/data/normalized/Bug/Bug_000169.jpg,RGB,RGB,896,896,
normalized,Bug,/Users/arwa/Desktop/senior/palmvision/data/clean/Bug/Bug_000168.jpg,/Users/arwa/Desktop/senior/palmvision/data/normalized/Bug/Bug_000168.jpg,RGB,RGB,896,896,
normalized,Bug,/Users/arwa/Desktop/senior/palmvision/data/clean/Bug/Bug_000140.jpg,/Users/arwa/Desktop/senior/palmvision/data/normalized/Bug/Bug_000140.jpg,RGB,RGB,896,896,
normalized,Bug,/Users/arwa/Desktop/senior/palmvision/data/clean/Bug/Bug_000154.jpg,/Users/arwa/Desktop/senior/palmvision/data/normalized/Bug/Bug_000154.jpg,RGB,RGB,896,896,
normalized,Bug,/Users/arwa/Desktop/senior/palmvision/data/clean/Bug/Bug_000183.jpg,/Users/arwa/Desktop/senior/palmvision/data/normalized/Bug/Bug_000183.jpg,RGB,RGB,896,896,
normalized,Bug,/Users/arwa/Desktop/senior/palmvision/data/clean/Bug/Bug_000197.jpg,/Users/arwa/Desktop/senior/palmvision/data/normalized/Bug/Bug_000197.jpg,RGB,RGB,896,896,
normalized,Bug,/Users/arwa/Desktop/senior/palmvision/data/clean/Bug/Bug_000418.jpg,/Users/arwa/Desktop/senior/palmvision/data/normalized/Bug/Bug_000418.jpg,RGB,RGB,896,896,
normalized,Bug,/Users/arwa/Desktop/senior/palmvision/data/clean/Bug/Bug_000342.jpg,/Users/arwa/Desktop/senior/palmvision/data/normalized/Bug/Bug_000342.jpg,RGB,RGB,896,896,
normalized,Bug,/Users/arwa/Desktop/senior/palmvision/data/clean/Bug/Bug_000424.jpg,/Users/arwa/Desktop/senior/palmvision/data/normalized/Bug/Bug_000424.jpg,RGB,RGB,896,896,
normalized,Bug,/Users/arwa/Desktop/senior/palmvision/data/clean/Bug/Bug_000430.jpg,/Users/arwa/Desktop/senior/palmvision/data/normalized/Bug/Bug_000430.jpg,RGB,RGB,896,896,
normalized,Bug,/Users/arwa/Desktop/senior/palmvision/data/clean/Bug/Bug_000356.jpg,/Users/arwa/Desktop/senior/palmvision/data/normalized/Bug/Bug_000356.jpg,RGB,RGB,896,896,
normalized,Bug,/Users/arwa/Desktop/senior/palmvision/data/clean/Bug/Bug_000381.jpg,/Users/arwa/Desktop/senior/palmvision/data/normalized/Bug/Bug_000381.jpg,RGB,RGB,896,896,
normalized,Bug,/Users/arwa/Desktop/senior/palmvision/data/clean/Bug/Bug_000395.jpg,/Users/arwa/Desktop/senior/palmvision/data/normalized/Bug/Bug_000395.jpg,RGB,RGB,896,896,
normalized,Bug,/Users/arwa/Desktop/senior/palmvision/data/clean/Bug/Bug_000236.jpg,/Users/arwa/Desktop/senior/palmvision/data/normalized/Bug/Bug_000236.jpg,RGB,RGB,896,896,
normalized,Bug,/Users/arwa/Desktop/senior/palmvision/data/clean/Bug/Bug_000222.jpg,/Users/arwa/Desktop/senior/palmvision/data/normalized/Bug/Bug_000222.jpg,RGB,RGB,896,896,
normalized,Bug,/Users/arwa/Desktop/senior/palmvision/data/clean/Bug/Bug_000008.jpg,/Users/arwa/Desktop/senior/palmvision/data/normalized/Bug/Bug_000008.jpg,RGB,RGB,896,896,
normalized,Bug,/Users/arwa/Desktop/senior/palmvision/data/clean/Bug/Bug_000034.jpg,/Users/arwa/Desktop/senior/palmvision/data/normalized/Bug/Bug_000034.jpg,RGB,RGB,896,896,
normalized,Bug,/Users/arwa/Desktop/senior/palmvision/data/clean/Bug/Bug_000020.jpg,/Users/arwa/Desktop/senior/palmvision/data/normalized/Bug/Bug_000020.jpg,RGB,RGB,896,896,
normalized,Bug,/Users/arwa/Desktop/senior/palmvision/data/clean/Bug/Bug_000036.jpg,/Users/arwa/Desktop/senior/palmvision/data/normalized/Bug/Bug_000036.jpg,RGB,RGB,896,896,
normalized,Bug,/Users/arwa/Desktop/senior/palmvision/data/clean/Bug/Bug_000022.jpg,/Users/arwa/Desktop/senior/palmvision/data/normalized/Bug/Bug_000022.jpg,RGB,RGB,896,896,
normalized,Bug,/Users/arwa/Desktop/senior/palmvision/data/clean/Bug/Bug_000234.jpg,/Users/arwa/Desktop/senior/palmvision/data/normalized/Bug/Bug_000234.jpg,RGB,RGB,896,896,
normalized,Bug,/Users/arwa/Desktop/senior/palmvision/data/clean/Bug/Bug_000220.jpg,/Users/arwa/Desktop/senior/palmvision/data/normalized/Bug/Bug_000220.jpg,RGB,RGB,896,896,
normalized,Bug,/Users/arwa/Desktop/senior/palmvision/data/clean/Bug/Bug_000208.jpg,/Users/arwa/Desktop/senior/palmvision/data/normalized/Bug/Bug_000208.jpg,RGB,RGB,896,896,
normalized,Bug,/Users/arwa/Desktop/senior/palmvision/data/clean/Bug/Bug_000383.jpg,/Users/arwa/Desktop/senior/palmvision/data/normalized/Bug/Bug_000383.jpg,RGB,RGB,896,896,
normalized,Bug,/Users/arwa/Desktop/senior/palmvision/data/clean/Bug/Bug_000397.jpg,/Users/arwa/Desktop/senior/palmvision/data/normalized/Bug/Bug_000397.jpg,RGB,RGB,896,896,
normalized,Bug,/Users/arwa/Desktop/senior/palmvision/data/clean/Bug/Bug_000426.jpg,/Users/arwa/Desktop/senior/palmvision/data/normalized/Bug/Bug_000426.jpg,RGB,RGB,896,896,
normalized,Bug,/Users/arwa/Desktop/senior/palmvision/data/clean/Bug/Bug_000340.jpg,/Users/arwa/Desktop/senior/palmvision/data/normalized/Bug/Bug_000340.jpg,RGB,RGB,896,896,
normalized,Bug,/Users/arwa/Desktop/senior/palmvision/data/clean/Bug/Bug_000354.jpg,/Users/arwa/Desktop/senior/palmvision/data/normalized/Bug/Bug_000354.jpg,RGB,RGB,896,896,
normalized,Bug,/Users/arwa/Desktop/senior/palmvision/data/clean/Bug/Bug_000432.jpg,/Users/arwa/Desktop/senior/palmvision/data/normalized/Bug/Bug_000432.jpg,RGB,RGB,896,896,
normalized,Bug,/Users/arwa/Desktop/senior/palmvision/data/clean/Bug/Bug_000368.jpg,/Users/arwa/Desktop/senior/palmvision/data/normalized/Bug/Bug_000368.jpg,RGB,RGB,896,896,
normalized,Bug,/Users/arwa/Desktop/senior/palmvision/data/clean/Bug/Bug_000181.jpg,/Users/arwa/Desktop/senior/palmvision/data/normalized/Bug/Bug_000181.jpg,RGB,RGB,896,896,
normalized,Bug,/Users/arwa/Desktop/senior/palmvision/data/clean/Bug/Bug_000195.jpg,/Users/arwa/Desktop/senior/palmvision/data/normalized/Bug/Bug_000195.jpg,RGB,RGB,896,896,
normalized,Bug,/Users/arwa/Desktop/senior/palmvision/data/clean/Bug/Bug_000142.jpg,/Users/arwa/Desktop/senior/palmvision/data/normalized/Bug/Bug_000142.jpg,RGB,RGB,896,896,
normalized,Bug,/Users/arwa/Desktop/senior/palmvision/data/clean/Bug/Bug_000156.jpg,/Users/arwa/Desktop/senior/palmvision/data/normalized/Bug/Bug_000156.jpg,RGB,RGB,896,896,
normalized,Bug,/Users/arwa/Desktop/senior/palmvision/data/clean/Bug/Bug_000157.jpg,/Users/arwa/Desktop/senior/palmvision/data/normalized/Bug/Bug_000157.jpg,RGB,RGB,896,896,
normalized,Bug,/Users/arwa/Desktop/senior/palmvision/data/clean/Bug/Bug_000143.jpg,/Users/arwa/Desktop/senior/palmvision/data/normalized/Bug/Bug_000143.jpg,RGB,RGB,896,896,
normalized,Bug,/Users/arwa/Desktop/senior/palmvision/data/clean/Bug/Bug_000194.jpg,/Users/arwa/Desktop/senior/palmvision/data/normalized/Bug/Bug_000194.jpg,RGB,RGB,896,896,
normalized,Bug,/Users/arwa/Desktop/senior/palmvision/data/clean/Bug/Bug_000180.jpg,/Users/arwa/Desktop/senior/palmvision/data/normalized/Bug/Bug_000180.jpg,RGB,RGB,896,896,
normalized,Bug,/Users/arwa/Desktop/senior/palmvision/data/clean/Bug/Bug_000369.jpg,/Users/arwa/Desktop/senior/palmvision/data/normalized/Bug/Bug_000369.jpg,RGB,RGB,896,896,
normalized,Bug,/Users/arwa/Desktop/senior/palmvision/data/clean/Bug/Bug_000355.jpg,/Users/arwa/Desktop/senior/palmvision/data/normalized/Bug/Bug_000355.jpg,RGB,RGB,896,896,
normalized,Bug,/Users/arwa/Desktop/senior/palmvision/data/clean/Bug/Bug_000433.jpg,/Users/arwa/Desktop/senior/palmvision/data/normalized/Bug/Bug_000433.jpg,RGB,RGB,896,896,
normalized,Bug,/Users/arwa/Desktop/senior/palmvision/data/clean/Bug/Bug_000427.jpg,/Users/arwa/Desktop/senior/palmvision/data/normalized/Bug/Bug_000427.jpg,RGB,RGB,896,896,
normalized,Bug,/Users/arwa/Desktop/senior/palmvision/data/clean/Bug/Bug_000341.jpg,/Users/arwa/Desktop/senior/palmvision/data/normalized/Bug/Bug_000341.jpg,RGB,RGB,896,896,
normalized,Bug,/Users/arwa/Desktop/senior/palmvision/data/clean/Bug/Bug_000396.jpg,/Users/arwa/Desktop/senior/palmvision/data/normalized/Bug/Bug_000396.jpg,RGB,RGB,896,896,
normalized,Bug,/Users/arwa/Desktop/senior/palmvision/data/clean/Bug/Bug_000382.jpg,/Users/arwa/Desktop/senior/palmvision/data/normalized/Bug/Bug_000382.jpg,RGB,RGB,896,896,
normalized,Bug,/Users/arwa/Desktop/senior/palmvision/data/clean/Bug/Bug_000209.jpg,/Users/arwa/Desktop/senior/palmvision/data/normalized/Bug/Bug_000209.jpg,RGB,RGB,896,896,
normalized,Bug,/Users/arwa/Desktop/senior/palmvision/data/clean/Bug/Bug_000221.jpg,/Users/arwa/Desktop/senior/palmvision/data/normalized/Bug/Bug_000221.jpg,RGB,RGB,892,892,
normalized,Bug,/Users/arwa/Desktop/senior/palmvision/data/clean/Bug/Bug_000235.jpg,/Users/arwa/Desktop/senior/palmvision/data/normalized/Bug/Bug_000235.jpg,RGB,RGB,896,896,
normalized,Bug,/Users/arwa/Desktop/senior/palmvision/data/clean/Bug/Bug_000023.jpg,/Users/arwa/Desktop/senior/palmvision/data/normalized/Bug/Bug_000023.jpg,RGB,RGB,896,896,
normalized,Bug,/Users/arwa/Desktop/senior/palmvision/data/clean/Bug/Bug_000037.jpg,/Users/arwa/Desktop/senior/palmvision/data/normalized/Bug/Bug_000037.jpg,RGB,RGB,896,896,
normalized,Bug,/Users/arwa/Desktop/senior/palmvision/data/clean/Bug/Bug_000093.jpg,/Users/arwa/Desktop/senior/palmvision/data/normalized/Bug/Bug_000093.jpg,RGB,RGB,896,896,
