status,reason,src_path,dst_path,class,hash
kept,,/Users/arwa/Desktop/senior/palmvision/data/raw/Healthy/Healthy(547).JPG,/Users/arwa/Desktop/senior/palmvision/data/clean/Healthy/Healthy_000010.jpg,Healthy,cf2d16e4ac8a6e3a1d746c66fa80f3e67d2dfe5c5b455a46d984a6ed4d8175b5
kept,,/Users/arwa/Desktop/senior/palmvision/data/raw/Healthy/Healthy(117).jpg,/Users/arwa/Desktop/senior/palmvision/data/clean/Healthy/Healthy_000011.jpg,Healthy,89a03b5ecb96c27cb77eaa3d3b96733a8717cec442c0c8a8a659f972d85ba725
kept,,/Users/arwa/Desktop/senior/palmvision/data/raw/Healthy/Healthy(678).JPG,/Users/arwa/Desktop/senior/palmvision/data/clean/Healthy/Healthy_000012.jpg,Healthy,8ce0de6a91ae0511a4464138426955dc0c186b6990f4ea042627960e63e67590
kept,,/Users/arwa/Desktop/senior/palmvision/data/raw/Healthy/Healthy(382).jpg,/Users/arwa/Desktop/senior/palmvision/data/clean/Healthy/Healthy_000013.jpg,Healthy,445ec82bf21c6e954aa50715660c61af7d2f33d15cd86c3da5b7d73f0ce4fc30
kept,,/Users/arwa/Desktop/senior/palmvision/data/raw/Healthy/Healthy(228).jpg,/Users/arwa/Desktop/senior/palmvision/data/clean/Healthy/Healthy_000014.jpg,Healthy,d7908f2bf232cd6bab4b20309444f29144db8dd3e89540af81d28665bc287b8b
kept,,/Users/arwa/Desktop/senior/palmvision/data/raw/Healthy/Healthy(697).JPG,/Users/arwa/Desktop/senior/palmvision/data/clean/Healthy/Healthy_000015.jpg,Healthy,78ac4097c1524045e355813c5b816b124b5f26569b6c181141f342a75f269f39
kept,,/Users/arwa/Desktop/senior/palmvision/data/raw/Healthy/Healthy(414).JPG,/Users/arwa/Desktop/senior/palmvision/data/clean/Healthy/Healthy_000016.jpg,Healthy,6e2b007e84a6d169e88e49b0a428c10fbfcbc2fff8935d0a9e0a956fabf38008
kept,,/Users/arwa/Desktop/senior/palmvision/data/raw/Healthy/Healthy(101).jpg,/Users/arwa/Desktop/senior/palmvision/data/clean/Healthy/Healthy_000017.jpg,Healthy,72411806a324beafa5fd3313818bc48e77848d1c809c673b6b5260b5d29e39a2
kept,,/Users/arwa/Desktop/senior/palmvision/data/raw/Healthy/Healthy(551).JPG,/Users/arwa/Desktop/senior/palmvision/data/clean/Healthy/Healthy_000018.jpg,Healthy,8c80b12a22387788459c77c6e2d27c42d90519566fa2e272631806bff86c7610
kept,,/Users/arwa/Desktop/senior/palmvision/data/raw/Healthy/Healthy(785).JPG,/Users/arwa/Desktop/senior/palmvision/data/clean/Healthy/Healthy_000019.jpg,Healthy,edaca8e4750ef027a597cb69b53a0d4bee8a977532c648485d5db660f2867e1d
kept,,/Users/arwa/Desktop/senior/palmvision/data/raw/Healthy/Healthy(290).jpg,/Users/arwa/Desktop/senior/palmvision/data/clean/Healthy/Healthy_000020.jpg,Healthy,a2d8ee465ae212f586bc4ba93edde4f1699182627f0bb6d72291e9c34cd21a48
kept,,/Users/arwa/Desktop/senior/palmvision/data/raw/Healthy/Healthy(443).JPG,/Users/arwa/Desktop/senior/palmvision/data/clean/Healthy/Healthy_000021.jpg,Healthy,ebcae52fb9068346942300091c9fc0ce1271fce7bcaa97064904d94e999a4159
kept,,/Users/arwa/Desktop/senior/palmvision/data/raw/Healthy/Healthy(506).jpg,/Users/arwa/Desktop/senior/palmvision/data/clean/Healthy/Healthy_000022.jpg,Healthy,fbd91b4234b5e04e5c680aa4200f41047b69e57e8badf311e49d39e50e09904d
kept,,/Users/arwa/Desktop/senior/palmvision/data/raw/Healthy/Healthy(156).jpg,/Users/arwa/Desktop/senior/palmvision/data/clean/Healthy/Healthy_000023.jpg,Healthy,75cef286f0b1f78235a632f7996b05e2c52437ce71d57c074aee3353869d79bc
kept,,/Users/arwa/Desktop/senior/palmvision/data/raw/Healthy/Healthy(341).jpg,/Users/arwa/Desktop/senior/palmvision/data/clean/Healthy/Healthy_000024.jpg,Healthy,979e8edbb32c384c08068e6194d2b84dea0b046c964192691a9ec3251fa7fce5
kept,,/Users/arwa/Desktop/senior/palmvision/data/raw/Healthy/Healthy(711).jpg,/Users/arwa/Desktop/senior/palmvision/data/clean/Healthy/Healthy_000025.jpg,Healthy,a7661210b83eb970654a53f66a77f4992d6e92a3e32f3e91517e306ca66efeac
kept,,/Users/arwa/Desktop/senior/palmvision/data/raw/Healthy/Healthy(204).jpg,/Users/arwa/Desktop/senior/palmvision/data/clean/Healthy/Healthy_000026.jpg,Healthy,bfb5ca9f818f23dd1ad9e90356943904d093fc682eeb2b80ba16cc9d656b6149
kept,,/Users/arwa/Desktop/senior/palmvision/data/raw/Healthy/Healthy(26).jpg,/Users/arwa/Desktop/senior/palmvision/data/clean/Healthy/Healthy_000027.jpg,Healthy,96a59b9a2f499479979a4652ca16102bef29b1ad72ba870e9b37cfc032e32db2
kept,,/Users/arwa/Desktop/senior/palmvision/data/raw/Healthy/Healthy(654).jpg,/Users/arwa/Desktop/senior/palmvision/data/clean/Healthy/Healthy_000028.jpg,Healthy,a47024cf8de44bc75bc34cb5af4106e5bdb4e0e9b5404876df676bf5cae16522
kept,,/Users/arwa/Desktop/senior/palmvision/data/raw/Healthy/Healthy(438).JPG,/Users/arwa/Desktop/senior/palmvision/data/clean/Healthy/Healthy_000029.jpg,Healthy,778b21cf5371626559c946c83a9ab0222db819c9fe8048dfd90dc5ea43e180cb
kept,,/Users/arwa/Desktop/senior/palmvision/data/raw/Healthy/Healthy(592).jpg,/Users/arwa/Desktop/senior/palmvision/data/clean/Healthy/Healthy_000030.jpg,Healthy,c0142fbd46144806447384a2130875a24a58e2268909eb5f9b1f1d4b4055d4d2
kept,,/Users/arwa/Desktop/senior/palmvision/data/raw/Healthy/Healthy(746).jpg,/Users/arwa/Desktop/senior/palmvision/data/clean/Healthy/Healthy_000031.jpg,Healthy,79b566e9851e28d501389f624cbf97fe0e319f01f228e0bf288b11db0145cebe
kept,,/Users/arwa/Desktop/senior/palmvision/data/raw/Healthy/Healthy(316).jpg,/Users/arwa/Desktop/senior/palmvision/data/clean/Healthy/Healthy_000032.jpg,Healthy,6bc9f5636f26d7ec0c76c9550870a33626aaae3d310ed1f8eb241c932dbe9742
kept,,/Users/arwa/Desktop/senior/palmvision/data/raw/Healthy/Healthy(603).JPG,/Users/arwa/Desktop/senior/palmvision/data/clean/Healthy/Healthy_000033.jpg,Healthy,ef65a6168666a45d34ceff44894b4db10bf15ba1eb8a3da953279c80fa0547a3
kept,,/Users/arwa/Desktop/senior/palmvision/data/raw/Healthy/Healthy(71).jpg,/Users/arwa/Desktop/senior/palmvision/data/clean/Healthy/Healthy_000034.jpg,Healthy,0c0ad2aa03eb6b8fc4323b2bdfdc2a3361537a6a3da5eb502d008674c2679991
kept,,/Users/arwa/Desktop/senior/palmvision/data/raw/Healthy/Healthy(253).jpg,/Users/arwa/Desktop/senior/palmvision/data/clean/Healthy/Healthy_000035.jpg,Healthy,ced892340a8094e5d245d1dc50f5b35eaac2afab13c30b89b47fecd05324c4fc
kept,,/Users/arwa/Desktop/senior/palmvision/data/raw/Healthy/Healthy(480).JPG,/Users/arwa/Desktop/senior/palmvision/data/clean/Healthy/Healthy_000036.jpg,Healthy,e8977629a3c7e7dc58ee55591700a722fe08c7f48356fda939a46ef32d92f8ee
kept,,/Users/arwa/Desktop/senior/palmvision/data/raw/Healthy/Healthy(195).jpg,/Users/arwa/Desktop/senior/palmvision/data/clean/Healthy/Healthy_000037.jpg,Healthy,d2d93db6b3e838f2256236fdbfc9563db7166feb37b51a6ab205fff7cbcac117
kept,,/Users/arwa/Desktop/senior/palmvision/data/raw/Healthy/Healthy(300).jpg,/Users/arwa/Desktop/senior/palmvision/data/clean/Healthy/Healthy_000038.jpg,Healthy,d50485a5fc0a841d2a6575d6ad481ea31cfcbc0f5a440de64ea46cfa130faf1c
kept,,/Users/arwa/Desktop/senior/palmvision/data/raw/Healthy/Healthy(88).jpg,/Users/arwa/Desktop/senior/palmvision/data/clean/Healthy/Healthy_000039.jpg,Healthy,2c52da4549759a7b8613d486a786f0c327a1492071ceb91d8874e578136d65f2
kept,,/Users/arwa/Desktop/senior/palmvision/data/raw/Healthy/Healthy(750).jpg,/Users/arwa/Desktop/senior/palmvision/data/clean/Healthy/Healthy_000040.jpg,Healthy,acf6105ba20d4af304ae69a091dfb45abd20f6f1c2bffe7fad93643c195cde5b
kept,,/Users/arwa/Desktop/senior/palmvision/data/raw/Healthy/Healthy(245).jpg,/Users/arwa/Desktop/senior/palmvision/data/clean/Healthy/Healthy_000041.jpg,Healthy,d8657354463bafa5017b78a9b58851fadd1d2b67b5f1a354a90f774354e0c9e1
kept,,/Users/arwa/Desktop/senior/palmvision/data/raw/Healthy/Healthy(67).jpg,/Users/arwa/Desktop/senior/palmvision/data/clean/Healthy/Healthy_000042.jpg,Healthy,ba85f693e6d39c5b33ce20787470082bd6b6866b71097b3f36c9c2043a221f5f
kept,,/Users/arwa/Desktop/senior/palmvision/data/raw/Healthy/Healthy(615).JPG,/Users/arwa/Desktop/senior/palmvision/data/clean/Healthy/Healthy_000043.jpg,Healthy,aa89e75f3aaa7ca4fc7db76474a3c8b017644e24beb76be37389e31b43191538
kept,,/Users/arwa/Desktop/senior/palmvision/data/raw/Healthy/Healthy(496).jpg,/Users/arwa/Desktop/senior/palmvision/data/clean/Healthy/Healthy_000044.jpg,Healthy,5a7d1df096c8afd122ac8d47c493536558b123aab7d05440305de027e57397c5
kept,,/Users/arwa/Desktop/senior/palmvision/data/raw/Healthy/Healthy(479).JPG,/Users/arwa/Desktop/senior/palmvision/data/clean/Healthy/Healthy_000045.jpg,Healthy,8c6a3027857513490420e63c176f8634b2796ad1147960526641c235105ded7e
kept,,/Users/arwa/Desktop/senior/palmvision/data/raw/Healthy/Healthy(183).jpg,/Users/arwa/Desktop/senior/palmvision/data/clean/Healthy/Healthy_000046.jpg,Healthy,0e1bc0087c6fd9ed372467cc4ae3ebebb67f7e6122dda5e4a9104cd7cec41053
kept,,/Users/arwa/Desktop/senior/palmvision/data/raw/Healthy/Healthy(707).jpg,/Users/arwa/Desktop/senior/palmvision/data/clean/Healthy/Healthy_000047.jpg,Healthy,3fdd8bb04e0a139be60d0aced8c0457aafba83586dfd4397a7fb971a3a5652ee
kept,,/Users/arwa/Desktop/senior/palmvision/data/raw/Healthy/Healthy(357).jpg,/Users/arwa/Desktop/senior/palmvision/data/clean/Healthy/Healthy_000048.jpg,Healthy,962b0b1a22a93bced0d505e655ddfbd7070a27f0f6e3860016b281d31777bae7
kept,,/Users/arwa/Desktop/senior/palmvision/data/raw/Healthy/Healthy(642).JPG,/Users/arwa/Desktop/senior/palmvision/data/clean/Healthy/Healthy_000049.jpg,Healthy,0af1d5d9f1bbd255bb0b9a214f2e87e9dfdc5810eb5c727e73d6727e9509e0f1
kept,,/Users/arwa/Desktop/senior/palmvision/data/raw/Healthy/Healthy(30).jpg,/Users/arwa/Desktop/senior/palmvision/data/clean/Healthy/Healthy_000050.jpg,Healthy,59fcc20e5cffaeccb7be30bf4777b19060ea2092a02665da5021c08b8fb73a2b
kept,,/Users/arwa/Desktop/senior/palmvision/data/raw/Healthy/Healthy(212).jpg,/Users/arwa/Desktop/senior/palmvision/data/clean/Healthy/Healthy_000051.jpg,Healthy,ff43ed700dacb24fb44ef9815389a6bb2bc93be69e0d637327dc91157f7bda47
kept,,/Users/arwa/Desktop/senior/palmvision/data/raw/Healthy/Healthy(584).jpg,/Users/arwa/Desktop/senior/palmvision/data/clean/Healthy/Healthy_000052.jpg,Healthy,42a5cce91386f65afbbe1fc55a4abe8a5246a8e8743287d01c84eba212bb9470
kept,,/Users/arwa/Desktop/senior/palmvision/data/raw/Healthy/Healthy(459).JPG,/Users/arwa/Desktop/senior/palmvision/data/clean/Healthy/Healthy_000053.jpg,Healthy,5535a052f29868e6587d9da4d5e10f3a8276c8176daf9877995de69c18f877f1
kept,,/Users/arwa/Desktop/senior/palmvision/data/raw/Healthy/Healthy(265).jpg,/Users/arwa/Desktop/senior/palmvision/data/clean/Healthy/Healthy_000054.jpg,Healthy,4e7948988bbe602dde4bb307c5ddea41998ab148dac53ff4e98137d464c4eb79
kept,,/Users/arwa/Desktop/senior/palmvision/data/raw/Healthy/Healthy(47).jpg,/Users/arwa/Desktop/senior/palmvision/data/clean/Healthy/Healthy_000055.jpg,Healthy,3bee1abf39f9c64a60dd18a6aab02ed39e9fdcc94457fed654fecddf3e9ea621
kept,,/Users/arwa/Desktop/senior/palmvision/data/raw/Healthy/Healthy(635).jpg,/Users/arwa/Desktop/senior/palmvision/data/clean/Healthy/Healthy_000056.jpg,Healthy,ffe9008877d153e2c78d7b13e08b997ce37d9593087d0b601cd2c3f09cd30fe4
kept,,/Users/arwa/Desktop/senior/palmvision/data/raw/Healthy/Healthy(320).jpg,/Users/arwa/Desktop/senior/palmvision/data/clean/Healthy/Healthy_000057.jpg,Healthy,979f3475140d0e4249d367c6e85e84dc1530b1ca24c18528c548750d76a432d4
kept,,/Users/arwa/Desktop/senior/palmvision/data/raw/Healthy/Healthy(770).jpg,/Users/arwa/Desktop/senior/palmvision/data/clean/Healthy/Healthy_000058.jpg,Healthy,519d18428a7cf7033c424f2535691555ca4da975d8d848598bddb8b6cc366f1e
kept,,/Users/arwa/Desktop/senior/palmvision/data/raw/Healthy/Healthy(662).jpg,/Users/arwa/Desktop/senior/palmvision/data/clean/Healthy/Healthy_000059.jpg,Healthy,60d6e2a79c7dcba354b8702a567b19df8ea032b8113d10d76273d50fd1de0adc
kept,,/Users/arwa/Desktop/senior/palmvision/data/raw/Healthy/Healthy(10).jpg,/Users/arwa/Desktop/senior/palmvision/data/clean/Healthy/Healthy_000060.jpg,Healthy,8191d617084836307509ebfcce882ce169b17b196605e60647f319d719801961
kept,,/Users/arwa/Desktop/senior/palmvision/data/raw/Healthy/Healthy(398).JPG,/Users/arwa/Desktop/senior/palmvision/data/clean/Healthy/Healthy_000061.jpg,Healthy,70ffe48a6caf034cd3399d7ab090fa2878f67d1428aa30adcc52b1f8dc2a3d44
kept,,/Users/arwa/Desktop/senior/palmvision/data/raw/Healthy/Healthy(232).jpg,/Users/arwa/Desktop/senior/palmvision/data/clean/Healthy/Healthy_000062.jpg,Healthy,d5766b83a1091086e0a5f6e6610e9e3b32f5fe9bae0afb88f6905dd2721d182e
kept,,/Users/arwa/Desktop/senior/palmvision/data/raw/Healthy/Healthy(727).JPG,/Users/arwa/Desktop/senior/palmvision/data/clean/Healthy/Healthy_000063.jpg,Healthy,2d00b2c761e8cc4caec5ec8bf8e3de8135813adb1581c42eec74525c5db27ff5
kept,,/Users/arwa/Desktop/senior/palmvision/data/raw/Healthy/Healthy(377).jpg,/Users/arwa/Desktop/senior/palmvision/data/clean/Healthy/Healthy_000064.jpg,Healthy,9701d4fdb07bab1c1075f12ce7a6964f37eacf3b14b3a0ad9d9c566f5d22b667
kept,,/Users/arwa/Desktop/senior/palmvision/data/raw/Healthy/Healthy(418).jpg,/Users/arwa/Desktop/senior/palmvision/data/clean/Healthy/Healthy_000065.jpg,Healthy,b3d3bad0902b89b8a2b3b823bf430f1f080a9bd741a28dd85c8856a64f6f99f6
kept,,/Users/arwa/Desktop/senior/palmvision/data/raw/Healthy/Healthy(224).jpg,/Users/arwa/Desktop/senior/palmvision/data/clean/Healthy/Healthy_000066.jpg,Healthy,4fbf49bf7f605ab68bfb80af9a5f5569975d588fdfb21d9eb591edd69f3b8914
kept,,/Users/arwa/Desktop/senior/palmvision/data/raw/Healthy/Healthy(674).JPG,/Users/arwa/Desktop/senior/palmvision/data/clean/Healthy/Healthy_000067.jpg,Healthy,05cb346bfa78d6a641349ab0720c8e2971a4dac49fdf8a20d6522b6a27e0a019
kept,,/Users/arwa/Desktop/senior/palmvision/data/raw/Healthy/Healthy(361).jpg,/Users/arwa/Desktop/senior/palmvision/data/clean/Healthy/Healthy_000068.jpg,Healthy,d1b9ac7aff33d3ee0ff4972b91d57835fb88a5fd7f6d4eecb92c8ee7e4143657
kept,,/Users/arwa/Desktop/senior/palmvision/data/raw/Healthy/Healthy(731).JPG,/Users/arwa/Desktop/senior/palmvision/data/clean/Healthy/Healthy_000069.jpg,Healthy,3b0eb6dbacf79edb085c07aeab1496a555e20eb106b678ac6423dae92db9080b
kept,,/Users/arwa/Desktop/senior/palmvision/data/raw/Healthy/Healthy(1).jpg,/Users/arwa/Desktop/senior/palmvision/data/clean/Healthy/Healthy_000070.jpg,Healthy,1f6e5f211c38649d2c2ef9b1f3e200fa90caec3454bbfffb9408c69c0b74ad36
kept,,/Users/arwa/Desktop/senior/palmvision/data/raw/Healthy/Healthy(623).jpg,/Users/arwa/Desktop/senior/palmvision/data/clean/Healthy/Healthy_000071.jpg,Healthy,f6e08e018ec2c97a560d50e046c3aacf2bdcf710e6b30d1b13baf3ac5521427a
kept,,/Users/arwa/Desktop/senior/palmvision/data/raw/Healthy/Healthy(51).jpg,/Users/arwa/Desktop/senior/palmvision/data/clean/Healthy/Healthy_000072.jpg,Healthy,bcd27beddd802652f43f445e1676305c515fe08b894d8a646bc2994bff334a75
kept,,/Users/arwa/Desktop/senior/palmvision/data/raw/Healthy/Healthy(273).jpg,/Users/arwa/Desktop/senior/palmvision/data/clean/Healthy/Healthy_000073.jpg,Healthy,e97bdecc3c9b2887c2e20fecd7fad6361e23308355f077181e96c5c590261068
kept,,/Users/arwa/Desktop/senior/palmvision/data/raw/Healthy/Healthy(789).JPG,/Users/arwa/Desktop/senior/palmvision/data/clean/Healthy/Healthy_000074.jpg,Healthy,6e48a42595166464009415714899ba1b6b49d73d9240f683ca6f932065647500
kept,,/Users/arwa/Desktop/senior/palmvision/data/raw/Healthy/Healthy(766).jpg,/Users/arwa/Desktop/senior/palmvision/data/clean/Healthy/Healthy_000075.jpg,Healthy,e64664798783e99678e6992b537ddc07cd8515de83230fbb29e9984b689e298b
kept,,/Users/arwa/Desktop/senior/palmvision/data/raw/Healthy/Healthy(336).jpg,/Users/arwa/Desktop/senior/palmvision/data/clean/Healthy/Healthy_000076.jpg,Healthy,532d474012211319a8fbd3644ef5ed248fa6c63f5392498f33f2f7841ee6ddd4
kept,,/Users/arwa/Desktop/senior/palmvision/data/raw/Healthy/Healthy(121).jpg,/Users/arwa/Desktop/senior/palmvision/data/clean/Healthy/Healthy_000077.jpg,Healthy,9fe9d414e2eb0f34d4113c447d5b279f09e6c84523bffcab4f3771a5bfc07159
kept,,/Users/arwa/Desktop/senior/palmvision/data/raw/Healthy/Healthy(571).JPG,/Users/arwa/Desktop/senior/palmvision/data/clean/Healthy/Healthy_000078.jpg,Healthy,d5d03eea28ae1987d7bacbade8e877b4ee0368ce722d43e9b2581616efaa546f
kept,,/Users/arwa/Desktop/senior/palmvision/data/raw/Healthy/Healthy(434).jpg,/Users/arwa/Desktop/senior/palmvision/data/clean/Healthy/Healthy_000079.jpg,Healthy,d467c23048f5fc8912b45252f3ee9535f7ba63352aefc5a78f13572942918154
kept,,/Users/arwa/Desktop/senior/palmvision/data/raw/Healthy/Healthy(658).jpg,/Users/arwa/Desktop/senior/palmvision/data/clean/Healthy/Healthy_000080.jpg,Healthy,19e3d256f76eec0c34c41f76e9c3a0e0f55299136c39c45087946b998ba3b3f6
kept,,/Users/arwa/Desktop/senior/palmvision/data/raw/Healthy/Healthy(208).jpg,/Users/arwa/Desktop/senior/palmvision/data/clean/Healthy/Healthy_000081.jpg,Healthy,43ba56699be98284e4997bd4f81fb8e3b6032175c1c891b8c3c93b0a258918cb
kept,,/Users/arwa/Desktop/senior/palmvision/data/raw/Healthy/Healthy(526).jpg,/Users/arwa/Desktop/senior/palmvision/data/clean/Healthy/Healthy_000082.jpg,Healthy,590d3ce2c64833e65d42b7d3f07663e62538d3c3e68d72c7317a1322281c0938
kept,,/Users/arwa/Desktop/senior/palmvision/data/raw/Healthy/Healthy(176).jpg,/Users/arwa/Desktop/senior/palmvision/data/clean/Healthy/Healthy_000083.jpg,Healthy,1252fc0986e62a61c95d2e3355e01be276b309bb2099fdea37cea53ee4375cfc
kept,,/Users/arwa/Desktop/senior/palmvision/data/raw/Healthy/Healthy(463).JPG,/Users/arwa/Desktop/senior/palmvision/data/clean/Healthy/Healthy_000084.jpg,Healthy,6dda6f30f42c69eee0195d2061cf9d360a339281cb0c83d58327316d15c80366
kept,,/Users/arwa/Desktop/senior/palmvision/data/raw/Healthy/Healthy(199).jpg,/Users/arwa/Desktop/senior/palmvision/data/clean/Healthy/Healthy_000085.jpg,Healthy,549269a0560e94d68d5ae4587ff6e5d507ab7fdb808ab9ff8b760e247bb4f703
kept,,/Users/arwa/Desktop/senior/palmvision/data/raw/Healthy/Healthy(92).jpg,/Users/arwa/Desktop/senior/palmvision/data/clean/Healthy/Healthy_000086.jpg,Healthy,9a288dc117a37f774af78ea85a05eeaee3f4e529a0ee5735f2b151363d6e1b34
kept,,/Users/arwa/Desktop/senior/palmvision/data/raw/Healthy/Healthy(160).jpg,/Users/arwa/Desktop/senior/palmvision/data/clean/Healthy/Healthy_000087.jpg,Healthy,2271897267d7513dab89a37820fb443150e82ed9a615edaa4616093c19100ca9
kept,,/Users/arwa/Desktop/senior/palmvision/data/raw/Healthy/Healthy(530).jpg,/Users/arwa/Desktop/senior/palmvision/data/clean/Healthy/Healthy_000088.jpg,Healthy,a68377bfd1fbdc2940ed0e56b0a3045b4df2e0541ca7cf2a2faa50926369e3e8
kept,,/Users/arwa/Desktop/senior/palmvision/data/raw/Healthy/Healthy(475).JPG,/Users/arwa/Desktop/senior/palmvision/data/clean/Healthy/Healthy_000089.jpg,Healthy,1993ecc70170f6504b223280eb202163ce0b8e2a47fdffc332bc88e2f2a79083
kept,,/Users/arwa/Desktop/senior/palmvision/data/raw/Healthy/Healthy(84).jpg,/Users/arwa/Desktop/senior/palmvision/data/clean/Healthy/Healthy_000090.jpg,Healthy,9c94524002eb32534f21fd81b2f7985f37a56f091fe26fc8912adcf88bfd8490
kept,,/Users/arwa/Desktop/senior/palmvision/data/raw/Healthy/Healthy(619).jpg,/Users/arwa/Desktop/senior/palmvision/data/clean/Healthy/Healthy_000091.jpg,Healthy,3bc6389cf7c38fc326d3db8fd33e4438800bb9055cd46c84a14aa7482ea6b557
kept,,/Users/arwa/Desktop/senior/palmvision/data/raw/Healthy/Healthy(249).jpg,/Users/arwa/Desktop/senior/palmvision/data/clean/Healthy/Healthy_000092.jpg,Healthy,33e34a5151da86ad964595a8bac1c2cbb71c2f063004b89d56cfac15289e33fe
kept,,/Users/arwa/Desktop/senior/palmvision/data/raw/Healthy/Healthy(567).JPG,/Users/arwa/Desktop/senior/palmvision/data/clean/Healthy/Healthy_000093.jpg,Healthy,ab0d916fb851680849e5089b2a51ae4a10835973785ef0091ef25f743bd65c74
kept,,/Users/arwa/Desktop/senior/palmvision/data/raw/Healthy/Healthy(137).jpg,/Users/arwa/Desktop/senior/palmvision/data/clean/Healthy/Healthy_000094.jpg,Healthy,0091bbc0008f4b49096d38d5df585d7e7b419efb7d96a6236ac2789dbd367d9b
kept,,/Users/arwa/Desktop/senior/palmvision/data/raw/Healthy/Healthy(422).jpg,/Users/arwa/Desktop/senior/palmvision/data/clean/Healthy/Healthy_000095.jpg,Healthy,43479a07750e207ae50c6c8e85e6622416731b3f773b6481336cec1825e98fd7
kept,,/Users/arwa/Desktop/senior/palmvision/data/raw/Healthy/Healthy(588).jpg,/Users/arwa/Desktop/senior/palmvision/data/clean/Healthy/Healthy_000096.jpg,Healthy,eb601e08995ccae19b8324f5e4094eb4808e143f680a177b79f23578bc47fb12
kept,,/Users/arwa/Desktop/senior/palmvision/data/raw/Healthy/Healthy(566).JPG,/Users/arwa/Desktop/senior/palmvision/data/clean/Healthy/Healthy_000097.jpg,Healthy,28e5236c63a41b8ad9c840bdff9feb3b8db9c68975f466429990832874ec3a74
kept,,/Users/arwa/Desktop/senior/palmvision/data/raw/Healthy/Healthy(136).jpg,/Users/arwa/Desktop/senior/palmvision/data/clean/Healthy/Healthy_000098.jpg,Healthy,acad9e2d29fe79ef8da701b9f7c430fa3c7a5648a7d56543def893f6feaa1820
kept,,/Users/arwa/Desktop/senior/palmvision/data/raw/Healthy/Healthy(423).jpg,/Users/arwa/Desktop/senior/palmvision/data/clean/Healthy/Healthy_000099.jpg,Healthy,20f564ae344345f0b2f129093ebb98363eae3f552cf64c7bbb4ed7d62e5080d5
kept,,/Users/arwa/Desktop/senior/palmvision/data/raw/Healthy/Healthy(589).jpg,/Users/arwa/Desktop/senior/palmvision/data/clean/Healthy/Healthy_000100.jpg,Healthy,7bff81fadd400ebc692b56386b57804e640e9faaf5317fe0b6b59c45bb720671
kept,,/Users/arwa/Desktop/senior/palmvision/data/raw/Healthy/Healthy(85).jpg,/Users/arwa/Desktop/senior/palmvision/data/clean/Healthy/Healthy_000101.jpg,Healthy,0cbb6b1b1d4681b068f944f6e3f3ba9fd0b5fe40cbfaf53f0fb7e4bc46899e8d
